"","log_returns"
"2015-01-02",-0.0130737594129862
"2015-01-05",-0.0158243876777777
"2015-01-06",-0.0232634158791679
"2015-01-07",0.00308770878935389
"2015-01-08",0.000466007533537383
"2015-01-09",-0.0152073182488135
"2015-01-12",-0.0208846546132449
"2015-01-13",-0.00925345495546618
"2015-01-14",0.00457962536975483
"2015-01-15",-0.0242717409651787
"2015-01-16",0.0154590132258731
"2015-01-20",-0.010824269424146
"2015-01-21",0.0259347112618455
"2015-01-22",0.0338215710328705
"2015-01-23",0.0138930079169946
"2015-01-26",-0.00695118639116982
"2015-01-27",0.00146810892956922
"2015-01-28",-0.0192275817916504
"2015-01-29",0.0228716329353952
"2015-01-30",0.0234297424588361
"2015-02-02",0.0403682791360815
"2015-02-03",0.00900751838837241
"2015-02-04",0.0176182974789542
"2015-02-05",0.0213283432237796
"2015-02-06",-0.00157510812709157
"2015-02-09",-0.00118669306009599
"2015-02-10",0.00486435336174528
"2015-02-11",0.010477483374155
"2015-02-12",0.00550337557596359
"2015-02-13",0.00899717486807024
"2015-02-17",-0.00608116597063289
"2015-02-18",-0.00109751467429021
"2015-02-19",0.0146450014041704
"2015-02-20",0.0132237037581787
"2015-02-23",-0.00864351468547834
"2015-02-24",-0.000158464954090875
"2015-02-25",0.0212428164442499
"2015-02-26",0.00189884173938901
"2015-02-27",-0.0100503253316159
"2015-03-02",0.0125505500902581
"2015-03-03",0.00171742782553128
"2015-03-04",-0.00778211449558579
"2015-03-05",0.00574060864958982
"2015-03-06",-0.0141849875399788
"2015-03-09",0.000422754185357397
"2015-03-10",-0.0212603106935544
"2015-03-11",-0.0115065182126279
"2015-03-12",0.0145885369886267
"2015-03-13",-0.00253335812730654
"2015-03-16",0.00798681441891324
"2015-03-17",0.002180338137297
"2015-03-18",0.0138774056444042
"2015-03-19",-0.00168651245995127
"2015-03-20",0.0058294794060333
"2015-03-23",-0.00786010587354025
"2015-03-24",0.000267367133106882
"2015-03-25",-0.0112850754083615
"2015-03-26",-0.00607918390215782
"2015-03-27",0.00935387974134131
"2015-03-30",0.00728776644804635
"2015-03-31",-0.00305896609613408
"2015-04-01",-0.00495716290819575
"2015-04-02",0.00471222682797689
"2015-04-06",0.0185780508816767
"2015-04-07",-0.00463651972321509
"2015-04-08",0.0173052445503257
"2015-04-09",0.00753734254327625
"2015-04-10",-0.00432879578980932
"2015-04-13",-0.00305530803276355
"2015-04-14",0.00416324665345076
"2015-04-15",-0.00312454880065631
"2015-04-16",0.00610607425437948
"2015-04-17",-0.0186502378076432
"2015-04-20",0.0285414317460569
"2015-04-21",-0.000332285403497756
"2015-04-22",-0.00539847551147027
"2015-04-23",-0.000563960551624213
"2015-04-24",0.0137995764267539
"2015-04-27",-0.0120125356060465
"2015-04-28",-0.0212033753392404
"2015-04-29",0.00612064475668848
"2015-04-30",-0.0125577074612911
"2015-05-01",-0.00224406192686701
"2015-05-04",-0.00415168318129055
"2015-05-05",-0.00393347738163555
"2015-05-06",-0.00554410424578398
"2015-05-07",0.0064158028922929
"2015-05-08",0.00680212236608584
"2015-05-11",0.000785790910622973
"2015-05-12",-0.000139190353247041
"2015-05-13",-0.007259216048045
"2015-05-14",0.00656817596669856
"2015-05-15",-0.00468384931242631
"2015-05-18",-0.00178565436509835
"2015-05-19",-0.00746537534151737
"2015-05-20",0.00772089910544915
"2015-05-21",0.00844555577500182
"2015-05-22",-0.00912500344958337
"2015-05-26",-0.00171430523005217
"2015-05-27",0.00924477315391812
"2015-05-28",-0.00733404512970857
"2015-05-29",0.00467039577810309
"2015-06-01",0.00120749328694982
"2015-06-02",0.00213686236330252
"2015-06-03",0.00502877562385962
"2015-06-04",-0.00836823817973241
"2015-06-05",-0.00632726909663974
"2015-06-08",-0.00499340356484826
"2015-06-09",0.00594037858803122
"2015-06-10",0.0100557246446108
"2015-06-11",0.00157176370601016
"2015-06-12",-0.00308879324020504
"2015-06-15",-0.00937361571944825
"2015-06-16",0.00730559851923596
"2015-06-17",-0.00128476140619667
"2015-06-18",0.0209048235659571
"2015-06-19",-0.0122033481789331
"2015-06-22",-0.00162601460938083
"2015-06-23",0.0235950830507994
"2015-06-24",-0.00932487766094886
"2015-06-25",0.00462325651251777
"2015-06-26",-0.00831956230321386
"2015-06-29",-0.0118405389246863
"2015-06-30",-0.000253408422474393
"2015-07-01",-0.00447109569127577
"2015-07-02",0.00162337497737048
"2015-07-06",0.00185935063703758
"2015-07-07",0.00238424690468762
"2015-07-08",-0.0107633558122647
"2015-07-09",-0.00117332317920798
"2015-07-10",0.00683265101619291
"2015-07-13",0.0161090330382518
"2015-07-14",0.00700516923642578
"2015-07-15",-0.00400335295065939
"2015-07-16",0.0212127465298181
"2015-07-17",0.0110544325592172
"2015-07-20",-0.00911628151755933
"2015-07-21",0.00020495132895775
"2015-07-22",0.00468048203037182
"2015-07-23",-0.0194699550237981
"2015-07-24",-0.0895031534091266
"2015-07-27",0.00691111382802752
"2015-07-28",-0.018775860609015
"2015-07-29",-0.00362288687981165
"2015-07-30",0.0171178552612626
"2015-07-31",-0.00546856550599214
"2015-08-03",-0.00451288045393326
"2015-08-04",0.00416361333199743
"2015-08-05",-0.00332768733345966
"2015-08-06",-0.0184143193174597
"2015-08-07",-0.0124361795953429
"2015-08-10",-0.00858900106649304
"2015-08-11",0.00724950674917172
"2015-08-12",0.00411557286045101
"2015-08-13",0.00433286028198594
"2015-08-14",0.00617120755669825
"2015-08-17",0.00736985302708595
"2015-08-18",-3.73025812376248e-05
"2015-08-19",-0.00153752307632497
