"","log_returns"
"2015-01-02",0
"2015-01-05",-0.017034379829556
"2015-01-06",-0.0323021667717606
"2015-01-07",-0.00987795944203654
"2015-01-08",0.0254985754681704
"2015-01-09",0.000501680459438945
"2015-01-12",-0.0151212050740742
"2015-01-13",-0.0091139871377062
"2015-01-14",0.0147999125269998
"2015-01-15",-0.0141845846901443
"2015-01-16",0.0197324393751313
"2015-01-20",-0.00398804117795566
"2015-01-21",0.0193987187105517
"2015-01-22",0.0151259287866277
"2015-01-23",0.00193325342796235
"2015-01-26",0
"2015-01-27",-0.0335618794407232
"2015-01-28",-0.0285880622370678
"2015-01-29",0.0235305479663101
"2015-01-30",-0.0226579208927537
"2015-02-02",0.0154086763212432
"2015-02-03",0.0175575611913418
"2015-02-04",0.00547133932590269
"2015-02-05",0.0152449473253454
"2015-02-06",-0.00342544997104791
"2015-02-09",0.00491875069421829
"2015-02-10",0.0266037932506718
"2015-02-11",-0.00908884537170127
"2015-02-12",0.0135441802647069
"2015-02-13",0.00269295500924155
"2015-02-17",0.00492717693174952
"2015-02-18",-0.0103440991974883
"2015-02-19",-0.00986997693877316
"2015-02-20",0.00808993176197148
"2015-02-23",-0.00764220397298341
"2015-02-24",0.00674610174240785
"2015-02-25",-0.00360685709361111
"2015-02-26",0.00180347204419473
"2015-02-27",-0.00361991361893166
"2015-03-02",0.0269074529199244
"2015-03-03",-0.011208366609896
"2015-03-04",0.0148217400084098
"2015-03-05",0.0189893535790787
"2015-03-06",-0.00795061626166351
"2015-03-09",0.00221394821447904
"2015-03-10",0.012688903845149
"2015-03-11",-0.00523109312384712
"2015-03-12",0.000441208919577531
"2015-03-13",0.00618658623660336
"2015-03-16",0.00392585036065773
"2015-03-17",0.0142952401868265
"2015-03-18",-0.0164790802732721
"2015-03-19",0.0116959531238846
"2015-03-20",0.00255968575252769
"2015-03-23",-0.0026385679916476
"2015-03-24",-0.0106572503043758
"2015-03-25",-0.0621889505498415
"2015-03-26",0.0173163538041529
"2015-03-27",0.0136568643335301
"2015-03-30",-0.000465704326593803
"2015-03-31",-0.0226745661436831
"2015-04-01",0
"2015-04-02",-0.00331832507944007
"2015-04-06",0.0328360183216123
"2015-04-07",0.00872971294577778
"2015-04-08",0.00637819944459362
"2015-04-09",0.0306468772878168
"2015-04-10",0.00926958765534196
"2015-04-13",-0.00707029048121229
"2015-04-14",-0.00446221177708208
"2015-04-15",0.00932299781230179
"2015-04-16",-0.000444543239150158
"2015-04-17",0.00814120262874393
"2015-04-20",-0.0094616161909969
"2015-04-21",-0.0135077245151768
"2015-04-22",0.00539318161164467
"2015-04-23",0.0145061023845276
"2015-04-24",-0.00813738667467438
"2015-04-27",0.00451472539957052
"2015-04-28",0.00674610174240785
"2015-04-29",-0.000451614377773093
"2015-04-30",0.00768712771638067
"2015-05-01",0.0163974871959335
"2015-05-04",-0.00529330734635674
"2015-05-05",-0.0224425926225191
"2015-05-06",-0.00225988796743737
"2015-05-07",0.0215738704328539
"2015-05-08",-0.00860425958402855
"2015-05-11",0.0043720254241593
"2015-05-12",0.0169454551015736
"2015-05-13",-0.00143090886730861
"2015-05-14",0.0132390110188866
"2015-05-15",-0.00374883305719191
"2015-05-18",0.000940733841719974
"2015-05-19",-0.00757579344975188
"2015-05-20",-0.000475077224425914
"2015-05-21",-0.00762998492377191
"2015-05-22",-0.00382775568661768
"2015-05-26",-0.00144613184999974
"2015-05-27",0.0454303818719276
"2015-05-28",0.0136427312366672
"2015-05-29",-0.000451773237942339
"2015-06-01",0.00492717693174952
"2015-06-02",-0.013580968956447
"2015-06-03",-0.0137301467289538
"2015-06-04",0.0238215570309608
"2015-06-05",0.010840214552865
"2015-06-08",-0.0200280244751531
"2015-06-09",0.00412565324758963
"2015-06-10",-0.00603674937604924
"2015-06-11",0.0106557413152919
"2015-06-12",-0.0210927904274638
"2015-06-15",0.00332779009267475
"2015-06-16",0.0141644952175346
"2015-06-17",0.0121213605323448
"2015-06-18",0.00823807843819257
"2015-06-19",-0.00319562001252208
"2015-06-22",-0.00595099018887962
"2015-06-23",-0.0278828943444421
"2015-06-24",-0.00853090461536916
"2015-06-25",0.00758657028986471
"2015-06-26",-0.0124582349220418
"2015-06-29",-0.0187104912110361
"2015-06-30",-0.00644359090820104
"2015-07-01",-0.0102415425723317
"2015-07-02",0.00147027719380591
"2015-07-06",-0.00395844158642764
"2015-07-07",-0.0130522937322211
"2015-07-08",-0.00152555330883718
"2015-07-09",-0.0279418236021974
"2015-07-10",0.00456737662811044
"2015-07-13",-0.00351504253456855
"2015-07-14",-0.00100507548674621
"2015-07-15",-0.00454661050959584
"2015-07-16",0.0159763749633645
"2015-07-17",-0.00248823212507957
"2015-07-20",-0.0186074763028839
"2015-07-21",0.00659069542602363
"2015-07-22",-0.0122889411343512
"2015-07-23",0.0102302168369344
"2015-07-24",-0.0188733472818652
"2015-07-27",0.0031119839199895
"2015-07-28",0.0189311865332018
"2015-07-29",0.0141201539143756
"2015-07-30",0.00500752173062219
"2015-07-31",-0.00749062160384559
"2015-08-03",0.00891094961202074
"2015-08-04",0.00739111519417477
"2015-08-05",-0.0139930385988731
"2015-08-06",-0.00390434835148188
"2015-08-07",0.0228883676339111
"2015-08-10",0.0412075888808499
"2015-08-11",0.00976860603053639
"2015-08-12",0.0187238661524454
"2015-08-13",-0.00973140745022411
"2015-08-14",0.0017007231629001
"2015-08-17",-0.00469188330733993
"2015-08-18",-0.00604749156352375
"2015-08-19",-0.00260638728361852
"2015-08-20",-0.0253967759853688
"2015-08-21",-0.0243858880442458
